,year,month,day,hour,bitcoin
12374,2016,5,28,12,58
12375,2016,5,28,13,42
12376,2016,5,28,14,46
12377,2016,5,28,15,48
12378,2016,5,28,16,67
12379,2016,5,28,17,56
12380,2016,5,28,18,44
12381,2016,5,28,19,59
12382,2016,5,28,20,64
12383,2016,5,28,21,67
12384,2016,5,28,22,93
12385,2016,5,28,23,90
12386,2016,5,29,0,100
12387,2016,5,29,1,69
12388,2016,5,29,2,42
12389,2016,5,29,3,82
12390,2016,5,29,4,52
12391,2016,5,29,5,76
12392,2016,5,29,6,57
12393,2016,5,29,7,77
12394,2016,5,29,8,70
12395,2016,5,29,9,58
12396,2016,5,29,10,67
12397,2016,5,29,11,69
12398,2016,5,29,12,48
12399,2016,5,29,13,49
12400,2016,5,29,14,60
12401,2016,5,29,15,70
12402,2016,5,29,16,50
12403,2016,5,29,17,63
12404,2016,5,29,18,68
12405,2016,5,29,19,83
12406,2016,5,29,20,65
12407,2016,5,29,21,83
12408,2016,5,29,22,58
12409,2016,5,29,23,76
12410,2016,5,30,0,75
12411,2016,5,30,1,48
12412,2016,5,30,2,75
12413,2016,5,30,3,48
12414,2016,5,30,4,61
12415,2016,5,30,5,64
12416,2016,5,30,6,69
12417,2016,5,30,7,60
12418,2016,5,30,8,72
12419,2016,5,30,9,43
12420,2016,5,30,10,63
12421,2016,5,30,11,77
12422,2016,5,30,12,54
12423,2016,5,30,13,65
12424,2016,5,30,14,68
12425,2016,5,30,15,69
12426,2016,5,30,16,57
12427,2016,5,30,17,64
12428,2016,5,30,18,74
12429,2016,5,30,19,69
12430,2016,5,30,20,89
12431,2016,5,30,21,76
12432,2016,5,30,22,82
12433,2016,5,30,23,73
12434,2016,5,31,0,53
12435,2016,5,31,1,51
12436,2016,5,31,2,71
12437,2016,5,31,3,63
12438,2016,5,31,4,59
12439,2016,5,31,5,69
12440,2016,5,31,6,82
12441,2016,5,31,7,69
12442,2016,5,31,8,56
12443,2016,5,31,9,88
12444,2016,5,31,10,55
12445,2016,5,31,11,53
12446,2016,5,31,12,58
12447,2016,5,31,13,67
12448,2016,5,31,14,58
12449,2016,5,31,15,46
12450,2016,5,31,16,62
12451,2016,5,31,17,65
12452,2016,5,31,18,63
12453,2016,5,31,19,80
12454,2016,5,31,20,59
12455,2016,5,31,21,70
12456,2016,5,31,22,62
12457,2016,5,31,23,57
12458,2016,6,1,0,72
12459,2016,6,1,1,63
12460,2016,6,1,2,60
12461,2016,6,1,3,65
12462,2016,6,1,4,71
12463,2016,6,1,5,67
12464,2016,6,1,6,54
12465,2016,6,1,7,61
12466,2016,6,1,8,62
12467,2016,6,1,9,41
12468,2016,6,1,10,54
12469,2016,6,1,11,44
12470,2016,6,1,12,71
12471,2016,6,1,13,57
12472,2016,6,1,14,58
12473,2016,6,1,15,63
12474,2016,6,1,16,65
12475,2016,6,1,17,60
12476,2016,6,1,18,55
12477,2016,6,1,19,58
12478,2016,6,1,20,57
12479,2016,6,1,21,36
12480,2016,6,1,22,52
12481,2016,6,1,23,47
12482,2016,6,2,0,49
12483,2016,6,2,1,61
12484,2016,6,2,2,53
12485,2016,6,2,3,70
12486,2016,6,2,4,78
12487,2016,6,2,5,73
12488,2016,6,2,6,39
12489,2016,6,2,7,45
12490,2016,6,2,8,49
12491,2016,6,2,9,49
12492,2016,6,2,10,67
12493,2016,6,2,11,53
12494,2016,6,2,12,55
12495,2016,6,2,13,45
12496,2016,6,2,14,54
12497,2016,6,2,15,65
12498,2016,6,2,16,62
12499,2016,6,2,17,51
12500,2016,6,2,18,49
12501,2016,6,2,19,60
12502,2016,6,2,20,46
12503,2016,6,2,21,42
12504,2016,6,2,22,44
12505,2016,6,2,23,59
12506,2016,6,3,0,50
12507,2016,6,3,0,50
12508,2016,6,3,1,50
12509,2016,6,3,2,62
12510,2016,6,3,3,62
12511,2016,6,3,4,42
12512,2016,6,3,5,53
12513,2016,6,3,6,74
12514,2016,6,3,7,53
12515,2016,6,3,8,59
12516,2016,6,3,9,60
12517,2016,6,3,10,59
12518,2016,6,3,11,59
12519,2016,6,3,12,56
12520,2016,6,3,13,49
12521,2016,6,3,14,44
12522,2016,6,3,15,62
12523,2016,6,3,16,51
12524,2016,6,3,17,38
12525,2016,6,3,18,58
12526,2016,6,3,19,75
12527,2016,6,3,20,78
12528,2016,6,3,21,69
12529,2016,6,3,22,84
12530,2016,6,3,23,58
12531,2016,6,4,0,90
12532,2016,6,4,1,73
12533,2016,6,4,2,55
12534,2016,6,4,3,61
12535,2016,6,4,4,57
12536,2016,6,4,5,67
12537,2016,6,4,6,49
12538,2016,6,4,7,73
12539,2016,6,4,8,69
12540,2016,6,4,9,57
12541,2016,6,4,10,79
12542,2016,6,4,11,55
12543,2016,6,4,12,66
12544,2016,6,4,13,58
12545,2016,6,4,14,61
12546,2016,6,4,15,65
12547,2016,6,4,16,45
12548,2016,6,4,17,70
12549,2016,6,4,18,56
12550,2016,6,4,19,37
12551,2016,6,4,20,67
12552,2016,6,4,21,66
12553,2016,6,4,22,75
12554,2016,6,4,23,67
12555,2016,6,5,0,75
12556,2016,6,5,1,89
12557,2016,6,5,2,65
12558,2016,6,5,3,86
12559,2016,6,5,4,53
12560,2016,6,5,5,33
12561,2016,6,5,6,54
12562,2016,6,5,7,48
12563,2016,6,5,8,58
12564,2016,6,5,9,56
12565,2016,6,5,10,66
12566,2016,6,5,11,50
12567,2016,6,5,12,41
12568,2016,6,5,13,67
12569,2016,6,5,14,55
12570,2016,6,5,15,59
12571,2016,6,5,16,55
12572,2016,6,5,17,49
12573,2016,6,5,18,58
12574,2016,6,5,19,56
12575,2016,6,5,20,37
12576,2016,6,5,21,51
12577,2016,6,5,22,55
12578,2016,6,5,23,85
12579,2016,6,6,0,54
12580,2016,6,6,1,49
12581,2016,6,6,2,61
12582,2016,6,6,3,81
12583,2016,6,6,4,45
12584,2016,6,6,5,52
12585,2016,6,6,6,55
12586,2016,6,6,7,63
12587,2016,6,6,8,60
12588,2016,6,6,9,55
12589,2016,6,6,10,56
12590,2016,6,6,11,56
12591,2016,6,6,12,56
12592,2016,6,6,13,68
12593,2016,6,6,14,59
12594,2016,6,6,15,59
12595,2016,6,6,16,56
12596,2016,6,6,17,53
12597,2016,6,6,18,55
12598,2016,6,6,19,69
12599,2016,6,6,20,68
12600,2016,6,6,21,72
12601,2016,6,6,22,87
12602,2016,6,6,23,56
12603,2016,6,7,0,52
12604,2016,6,7,1,84
12605,2016,6,7,2,74
12606,2016,6,7,3,75
12607,2016,6,7,4,54
12608,2016,6,7,5,71
12609,2016,6,7,6,54
12610,2016,6,7,7,48
12611,2016,6,7,8,50
12612,2016,6,7,9,45
12613,2016,6,7,10,47
12614,2016,6,7,11,44
12615,2016,6,7,12,61
12616,2016,6,7,13,44
12617,2016,6,7,14,54
12618,2016,6,7,15,66
12619,2016,6,7,16,63
12620,2016,6,7,17,61
12621,2016,6,7,18,49
12622,2016,6,7,19,54
12623,2016,6,7,20,71
12624,2016,6,7,21,100
12625,2016,6,7,22,75
12626,2016,6,7,23,62
12627,2016,6,8,0,57
12628,2016,6,8,1,42
12629,2016,6,8,2,86
12630,2016,6,8,3,89
12631,2016,6,8,4,65
12632,2016,6,8,5,58
12633,2016,6,8,6,50
12634,2016,6,8,7,50
12635,2016,6,8,8,60
12636,2016,6,8,9,58
12637,2016,6,8,10,47
12638,2016,6,8,11,63
12639,2016,6,8,12,33
12640,2016,6,8,13,55
12641,2016,6,8,14,50
12642,2016,6,8,15,67
12643,2016,6,8,16,55
12644,2016,6,8,17,63
12645,2016,6,8,18,61
12646,2016,6,8,19,50
12647,2016,6,8,20,36
12648,2016,6,8,21,44
12649,2016,6,8,22,64
12650,2016,6,8,23,84
12651,2016,6,9,0,56
12652,2016,6,9,1,60
12653,2016,6,9,2,39
12654,2016,6,9,3,76
12655,2016,6,9,4,66
12656,2016,6,9,5,61
12657,2016,6,9,6,50
12658,2016,6,9,7,38
12659,2016,6,9,8,52
12660,2016,6,9,9,69
12661,2016,6,9,10,61
12662,2016,6,9,11,66
12663,2016,6,9,12,41
12664,2016,6,9,13,62
12665,2016,6,9,14,47
12666,2016,6,9,15,67
12667,2016,6,9,16,59
12668,2016,6,9,17,52
12669,2016,6,9,18,51
12670,2016,6,9,19,61
12671,2016,6,9,20,39
12672,2016,6,9,21,61
12673,2016,6,9,22,61
12674,2016,6,9,23,63
12675,2016,6,10,0,52
12676,2016,6,10,0,42
12677,2016,6,10,1,58
12678,2016,6,10,2,42
12679,2016,6,10,3,38
12680,2016,6,10,4,44
12681,2016,6,10,5,40
12682,2016,6,10,6,51
12683,2016,6,10,7,36
12684,2016,6,10,8,26
12685,2016,6,10,9,41
12686,2016,6,10,10,40
12687,2016,6,10,11,41
12688,2016,6,10,12,38
12689,2016,6,10,13,38
12690,2016,6,10,14,43
12691,2016,6,10,15,43
12692,2016,6,10,16,36
12693,2016,6,10,17,42
12694,2016,6,10,18,40
12695,2016,6,10,19,48
12696,2016,6,10,20,43
12697,2016,6,10,21,30
12698,2016,6,10,22,39
12699,2016,6,10,23,55
12700,2016,6,11,0,34
12701,2016,6,11,1,38
12702,2016,6,11,2,27
12703,2016,6,11,3,50
12704,2016,6,11,4,38
12705,2016,6,11,5,64
12706,2016,6,11,6,28
12707,2016,6,11,7,47
12708,2016,6,11,8,44
12709,2016,6,11,9,35
12710,2016,6,11,10,50
12711,2016,6,11,11,47
12712,2016,6,11,12,47
12713,2016,6,11,13,54
12714,2016,6,11,14,39
12715,2016,6,11,15,39
12716,2016,6,11,16,25
12717,2016,6,11,17,50
12718,2016,6,11,18,48
12719,2016,6,11,19,41
12720,2016,6,11,20,31
12721,2016,6,11,21,50
12722,2016,6,11,22,49
12723,2016,6,11,23,41
12724,2016,6,12,0,55
12725,2016,6,12,1,62
12726,2016,6,12,2,73
12727,2016,6,12,3,56
12728,2016,6,12,4,71
12729,2016,6,12,5,72
12730,2016,6,12,6,58
12731,2016,6,12,7,50
12732,2016,6,12,8,47
12733,2016,6,12,9,55
12734,2016,6,12,10,71
12735,2016,6,12,11,66
12736,2016,6,12,12,89
12737,2016,6,12,13,71
12738,2016,6,12,14,55
12739,2016,6,12,15,72
12740,2016,6,12,16,53
12741,2016,6,12,17,52
12742,2016,6,12,18,57
12743,2016,6,12,19,55
12744,2016,6,12,20,62
12745,2016,6,12,21,77
12746,2016,6,12,22,69
12747,2016,6,12,23,85
12748,2016,6,13,0,76
12749,2016,6,13,1,77
12750,2016,6,13,2,62
12751,2016,6,13,3,100
12752,2016,6,13,4,74
12753,2016,6,13,5,90
12754,2016,6,13,6,70
12755,2016,6,13,7,72
12756,2016,6,13,8,64
12757,2016,6,13,9,61
12758,2016,6,13,10,73
12759,2016,6,13,11,58
12760,2016,6,13,12,79
12761,2016,6,13,13,86
12762,2016,6,13,14,77
12763,2016,6,13,15,82
12764,2016,6,13,16,86
12765,2016,6,13,17,75
12766,2016,6,13,18,57
12767,2016,6,13,19,77
12768,2016,6,13,20,61
12769,2016,6,13,21,67
12770,2016,6,13,22,75
12771,2016,6,13,23,90
12772,2016,6,14,0,70
12773,2016,6,14,1,67
12774,2016,6,14,2,69
12775,2016,6,14,3,74
12776,2016,6,14,4,93
12777,2016,6,14,5,55
12778,2016,6,14,6,80
12779,2016,6,14,7,69
12780,2016,6,14,8,75
12781,2016,6,14,9,59
12782,2016,6,14,10,59
12783,2016,6,14,11,45
12784,2016,6,14,12,50
12785,2016,6,14,13,64
12786,2016,6,14,14,76
12787,2016,6,14,15,56
12788,2016,6,14,16,73
12789,2016,6,14,17,66
12790,2016,6,14,18,62
12791,2016,6,14,19,57
12792,2016,6,14,20,52
12793,2016,6,14,21,86
12794,2016,6,14,22,58
12795,2016,6,14,23,43
12796,2016,6,15,0,64
12797,2016,6,15,1,42
12798,2016,6,15,2,51
12799,2016,6,15,3,65
12800,2016,6,15,4,71
12801,2016,6,15,5,26
12802,2016,6,15,6,48
12803,2016,6,15,7,60
12804,2016,6,15,8,48
12805,2016,6,15,9,64
12806,2016,6,15,10,56
12807,2016,6,15,11,60
12808,2016,6,15,12,52
12809,2016,6,15,13,56
12810,2016,6,15,14,61
12811,2016,6,15,15,54
12812,2016,6,15,16,52
12813,2016,6,15,17,60
12814,2016,6,15,18,52
12815,2016,6,15,19,78
12816,2016,6,15,20,59
12817,2016,6,15,21,40
12818,2016,6,15,22,51
12819,2016,6,15,23,69
12820,2016,6,16,0,46
12821,2016,6,16,1,87
12822,2016,6,16,2,85
12823,2016,6,16,3,78
12824,2016,6,16,4,84
12825,2016,6,16,5,79
12826,2016,6,16,6,73
12827,2016,6,16,7,68
12828,2016,6,16,8,72
12829,2016,6,16,9,70
12830,2016,6,16,10,69
12831,2016,6,16,11,70
12832,2016,6,16,12,80
12833,2016,6,16,13,64
12834,2016,6,16,14,65
12835,2016,6,16,15,66
12836,2016,6,16,16,52
12837,2016,6,16,17,87
12838,2016,6,16,18,70
12839,2016,6,16,19,74
12840,2016,6,16,20,89
12841,2016,6,16,21,93
12842,2016,6,16,22,93
12843,2016,6,16,23,100
12844,2016,6,17,0,76
12845,2016,6,17,0,65
12846,2016,6,17,1,83
12847,2016,6,17,2,84
12848,2016,6,17,3,100
12849,2016,6,17,4,88
12850,2016,6,17,5,81
12851,2016,6,17,6,68
12852,2016,6,17,7,70
12853,2016,6,17,8,56
12854,2016,6,17,9,68
12855,2016,6,17,10,51
12856,2016,6,17,11,61
12857,2016,6,17,12,55
12858,2016,6,17,13,53
12859,2016,6,17,14,51
12860,2016,6,17,15,59
12861,2016,6,17,16,68
12862,2016,6,17,17,61
12863,2016,6,17,18,45
12864,2016,6,17,19,68
12865,2016,6,17,20,64
12866,2016,6,17,21,70
12867,2016,6,17,22,73
12868,2016,6,17,23,67
12869,2016,6,18,0,62
12870,2016,6,18,1,62
12871,2016,6,18,2,71
12872,2016,6,18,3,64
12873,2016,6,18,4,67
12874,2016,6,18,5,60
12875,2016,6,18,6,65
12876,2016,6,18,7,62
12877,2016,6,18,8,45
12878,2016,6,18,9,44
12879,2016,6,18,10,59
12880,2016,6,18,11,42
12881,2016,6,18,12,40
12882,2016,6,18,13,41
12883,2016,6,18,14,44
12884,2016,6,18,15,49
12885,2016,6,18,16,51
12886,2016,6,18,17,56
12887,2016,6,18,18,63
12888,2016,6,18,19,61
12889,2016,6,18,20,57
12890,2016,6,18,21,53
12891,2016,6,18,22,49
12892,2016,6,18,23,59
12893,2016,6,19,0,48
12894,2016,6,19,1,69
12895,2016,6,19,2,44
12896,2016,6,19,3,43
12897,2016,6,19,4,52
12898,2016,6,19,5,63
12899,2016,6,19,6,56
12900,2016,6,19,7,45
12901,2016,6,19,8,46
12902,2016,6,19,9,49
12903,2016,6,19,10,37
12904,2016,6,19,11,42
12905,2016,6,19,12,37
12906,2016,6,19,13,35
12907,2016,6,19,14,48
12908,2016,6,19,15,39
12909,2016,6,19,16,52
12910,2016,6,19,17,48
12911,2016,6,19,18,44
12912,2016,6,19,19,52
12913,2016,6,19,20,37
12914,2016,6,19,21,55
12915,2016,6,19,22,45
12916,2016,6,19,23,48
12917,2016,6,20,0,31
12918,2016,6,20,1,40
12919,2016,6,20,2,46
12920,2016,6,20,3,68
12921,2016,6,20,4,56
12922,2016,6,20,5,49
12923,2016,6,20,6,64
12924,2016,6,20,7,44
12925,2016,6,20,8,59
12926,2016,6,20,9,49
12927,2016,6,20,10,39
12928,2016,6,20,11,51
12929,2016,6,20,12,43
12930,2016,6,20,13,51
12931,2016,6,20,14,59
12932,2016,6,20,15,55
12933,2016,6,20,16,46
12934,2016,6,20,17,43
12935,2016,6,20,18,61
12936,2016,6,20,19,45
12937,2016,6,20,20,53
12938,2016,6,20,21,57
12939,2016,6,20,22,50
12940,2016,6,20,23,64
12941,2016,6,21,0,65
12942,2016,6,21,1,80
12943,2016,6,21,2,67
12944,2016,6,21,3,65
12945,2016,6,21,4,64
12946,2016,6,21,5,64
12947,2016,6,21,6,67
12948,2016,6,21,7,74
12949,2016,6,21,8,53
12950,2016,6,21,9,54
12951,2016,6,21,10,51
12952,2016,6,21,11,53
12953,2016,6,21,12,65
12954,2016,6,21,13,58
12955,2016,6,21,14,66
12956,2016,6,21,15,62
12957,2016,6,21,16,59
12958,2016,6,21,17,49
12959,2016,6,21,18,54
12960,2016,6,21,19,50
12961,2016,6,21,20,64
12962,2016,6,21,21,55
12963,2016,6,21,22,59
12964,2016,6,21,23,45
12965,2016,6,22,0,57
12966,2016,6,22,1,55
12967,2016,6,22,2,57
12968,2016,6,22,3,35
12969,2016,6,22,4,58
12970,2016,6,22,5,37
12971,2016,6,22,6,42
12972,2016,6,22,7,46
12973,2016,6,22,8,38
12974,2016,6,22,9,53
12975,2016,6,22,10,55
12976,2016,6,22,11,49
12977,2016,6,22,12,41
12978,2016,6,22,13,48
12979,2016,6,22,14,56
12980,2016,6,22,15,48
12981,2016,6,22,16,47
12982,2016,6,22,17,54
12983,2016,6,22,18,53
12984,2016,6,22,19,52
12985,2016,6,22,20,43
12986,2016,6,22,21,53
12987,2016,6,22,22,72
12988,2016,6,22,23,61
12989,2016,6,23,0,48
12990,2016,6,23,1,83
12991,2016,6,23,2,65
12992,2016,6,23,3,54
12993,2016,6,23,4,68
12994,2016,6,23,5,53
12995,2016,6,23,6,72
12996,2016,6,23,7,49
12997,2016,6,23,8,42
12998,2016,6,23,9,44
12999,2016,6,23,10,52
13000,2016,6,23,11,45
13001,2016,6,23,12,54
13002,2016,6,23,13,47
13003,2016,6,23,14,57
13004,2016,6,23,15,50
13005,2016,6,23,16,52
13006,2016,6,23,17,56
13007,2016,6,23,18,52
13008,2016,6,23,19,60
13009,2016,6,23,20,64
13010,2016,6,23,21,55
13011,2016,6,23,22,62
13012,2016,6,23,23,74
13013,2016,6,24,0,79
13014,2016,6,24,0,72
13015,2016,6,24,1,57
13016,2016,6,24,2,56
13017,2016,6,24,3,83
13018,2016,6,24,4,100
13019,2016,6,24,5,75
13020,2016,6,24,6,73
13021,2016,6,24,7,71
13022,2016,6,24,8,72
13023,2016,6,24,9,60
13024,2016,6,24,10,62
13025,2016,6,24,11,73
13026,2016,6,24,12,65
13027,2016,6,24,13,77
13028,2016,6,24,14,74
13029,2016,6,24,15,63
13030,2016,6,24,16,73
13031,2016,6,24,17,55
13032,2016,6,24,18,49
13033,2016,6,24,19,72
13034,2016,6,24,20,65
13035,2016,6,24,21,55
13036,2016,6,24,22,67
13037,2016,6,24,23,56
13038,2016,6,25,0,63
13039,2016,6,25,1,55
13040,2016,6,25,2,60
13041,2016,6,25,3,71
13042,2016,6,25,4,62
13043,2016,6,25,5,63
13044,2016,6,25,6,48
13045,2016,6,25,7,59
13046,2016,6,25,8,37
13047,2016,6,25,9,46
13048,2016,6,25,10,54
13049,2016,6,25,11,46
13050,2016,6,25,12,52
13051,2016,6,25,13,43
13052,2016,6,25,14,41
13053,2016,6,25,15,39
13054,2016,6,25,16,47
13055,2016,6,25,17,32
13056,2016,6,25,18,54
13057,2016,6,25,19,53
13058,2016,6,25,20,44
13059,2016,6,25,21,45
13060,2016,6,25,22,40
13061,2016,6,25,23,46
13062,2016,6,26,0,47
13063,2016,6,26,1,39
13064,2016,6,26,2,38
13065,2016,6,26,3,33
13066,2016,6,26,4,48
13067,2016,6,26,5,45
13068,2016,6,26,6,42
13069,2016,6,26,7,38
13070,2016,6,26,8,49
13071,2016,6,26,9,44
13072,2016,6,26,10,56
13073,2016,6,26,11,32
13074,2016,6,26,12,42
13075,2016,6,26,13,47
13076,2016,6,26,14,40
13077,2016,6,26,15,34
13078,2016,6,26,16,34
13079,2016,6,26,17,30
13080,2016,6,26,18,48
13081,2016,6,26,19,35
13082,2016,6,26,20,43
13083,2016,6,26,21,48
13084,2016,6,26,22,50
13085,2016,6,26,23,43
13086,2016,6,27,0,47
13087,2016,6,27,1,53
13088,2016,6,27,2,48
13089,2016,6,27,3,39
13090,2016,6,27,4,48
13091,2016,6,27,5,46
13092,2016,6,27,6,54
13093,2016,6,27,7,47
13094,2016,6,27,8,40
13095,2016,6,27,9,31
13096,2016,6,27,10,43
13097,2016,6,27,11,31
13098,2016,6,27,12,49
13099,2016,6,27,13,44
13100,2016,6,27,14,43
13101,2016,6,27,15,38
13102,2016,6,27,16,38
13103,2016,6,27,17,35
13104,2016,6,27,18,46
13105,2016,6,27,19,37
13106,2016,6,27,20,40
13107,2016,6,27,21,51
13108,2016,6,27,22,47
13109,2016,6,27,23,43
13110,2016,6,28,0,51
13111,2016,6,28,1,46
13112,2016,6,28,2,37
13113,2016,6,28,3,61
13114,2016,6,28,4,46
13115,2016,6,28,5,46
13116,2016,6,28,6,50
13117,2016,6,28,7,36
13118,2016,6,28,8,48
13119,2016,6,28,9,37
13120,2016,6,28,10,42
13121,2016,6,28,11,41
13122,2016,6,28,12,42
13123,2016,6,28,13,44
13124,2016,6,28,14,48
13125,2016,6,28,15,37
13126,2016,6,28,16,42
13127,2016,6,28,17,41
13128,2016,6,28,18,33
13129,2016,6,28,19,30
13130,2016,6,28,20,36
13131,2016,6,28,21,35
13132,2016,6,28,22,48
13133,2016,6,28,23,41
13134,2016,6,29,0,67
13135,2016,6,29,1,44
13136,2016,6,29,2,52
13137,2016,6,29,3,42
13138,2016,6,29,4,47
13139,2016,6,29,5,48
13140,2016,6,29,6,34
13141,2016,6,29,7,41
13142,2016,6,29,8,45
13143,2016,6,29,9,24
13144,2016,6,29,10,42
13145,2016,6,29,11,34
13146,2016,6,29,12,33
13147,2016,6,29,13,34
13148,2016,6,29,14,32
13149,2016,6,29,15,33
13150,2016,6,29,16,41
13151,2016,6,29,17,37
13152,2016,6,29,18,44
13153,2016,6,29,19,28
13154,2016,6,29,20,42
13155,2016,6,29,21,35
13156,2016,6,29,22,49
13157,2016,6,29,23,54
13158,2016,6,30,0,40
13159,2016,6,30,1,53
13160,2016,6,30,2,46
13161,2016,6,30,3,32
13162,2016,6,30,4,49
13163,2016,6,30,5,33
13164,2016,6,30,6,37
13165,2016,6,30,7,14
13166,2016,6,30,8,27
13167,2016,6,30,9,43
13168,2016,6,30,10,28
13169,2016,6,30,11,52
13170,2016,6,30,12,35
13171,2016,6,30,13,42
13172,2016,6,30,14,42
13173,2016,6,30,15,48
13174,2016,6,30,16,41
13175,2016,6,30,17,32
13176,2016,6,30,18,38
13177,2016,6,30,19,33
13178,2016,6,30,20,39
13179,2016,6,30,21,45
13180,2016,6,30,22,40
13181,2016,6,30,23,50
13182,2016,7,1,0,53
13183,2016,7,1,0,91
13184,2016,7,1,1,61
13185,2016,7,1,2,82
13186,2016,7,1,3,72
13187,2016,7,1,4,53
13188,2016,7,1,5,57
13189,2016,7,1,6,84
13190,2016,7,1,7,71
13191,2016,7,1,8,71
13192,2016,7,1,9,75
13193,2016,7,1,10,61
13194,2016,7,1,11,51
13195,2016,7,1,12,67
13196,2016,7,1,13,56
13197,2016,7,1,14,62
13198,2016,7,1,15,61
13199,2016,7,1,16,86
13200,2016,7,1,17,62
13201,2016,7,1,18,68
13202,2016,7,1,19,56
13203,2016,7,1,20,62
13204,2016,7,1,21,77
13205,2016,7,1,22,82
13206,2016,7,1,23,80
13207,2016,7,2,0,66
13208,2016,7,2,1,60
13209,2016,7,2,2,58
13210,2016,7,2,3,77
13211,2016,7,2,4,49
13212,2016,7,2,5,69
13213,2016,7,2,6,49
13214,2016,7,2,7,53
13215,2016,7,2,8,65
13216,2016,7,2,9,52
13217,2016,7,2,10,52
13218,2016,7,2,11,36
13219,2016,7,2,12,34
13220,2016,7,2,13,67
13221,2016,7,2,14,66
13222,2016,7,2,15,38
13223,2016,7,2,16,83
13224,2016,7,2,17,65
13225,2016,7,2,18,58
13226,2016,7,2,19,52
13227,2016,7,2,20,62
13228,2016,7,2,21,63
13229,2016,7,2,22,98
13230,2016,7,2,23,85
13231,2016,7,3,0,65
13232,2016,7,3,1,70
13233,2016,7,3,2,76
13234,2016,7,3,3,65
13235,2016,7,3,4,83
13236,2016,7,3,5,44
13237,2016,7,3,6,65
13238,2016,7,3,7,53
13239,2016,7,3,8,71
13240,2016,7,3,9,85
13241,2016,7,3,10,65
13242,2016,7,3,11,67
13243,2016,7,3,12,61
13244,2016,7,3,13,49
13245,2016,7,3,14,57
13246,2016,7,3,15,65
13247,2016,7,3,16,77
13248,2016,7,3,17,32
13249,2016,7,3,18,55
13250,2016,7,3,19,49
13251,2016,7,3,20,57
13252,2016,7,3,21,66
13253,2016,7,3,22,67
13254,2016,7,3,23,99
13255,2016,7,4,0,46
13256,2016,7,4,1,77
13257,2016,7,4,2,86
13258,2016,7,4,3,51
13259,2016,7,4,4,68
13260,2016,7,4,5,81
13261,2016,7,4,6,24
13262,2016,7,4,7,70
13263,2016,7,4,8,46
13264,2016,7,4,9,77
13265,2016,7,4,10,53
13266,2016,7,4,11,50
13267,2016,7,4,12,74
13268,2016,7,4,13,81
13269,2016,7,4,14,73
13270,2016,7,4,15,47
13271,2016,7,4,16,54
13272,2016,7,4,17,66
13273,2016,7,4,18,65
13274,2016,7,4,19,66
13275,2016,7,4,20,69
13276,2016,7,4,21,60
13277,2016,7,4,22,84
13278,2016,7,4,23,54
13279,2016,7,5,0,59
13280,2016,7,5,1,70
13281,2016,7,5,2,73
13282,2016,7,5,3,75
13283,2016,7,5,4,78
13284,2016,7,5,5,46
13285,2016,7,5,6,84
13286,2016,7,5,7,77
13287,2016,7,5,8,62
13288,2016,7,5,9,57
13289,2016,7,5,10,62
13290,2016,7,5,11,58
13291,2016,7,5,12,54
13292,2016,7,5,13,62
13293,2016,7,5,14,56
13294,2016,7,5,15,66
13295,2016,7,5,16,55
13296,2016,7,5,17,45
13297,2016,7,5,18,67
13298,2016,7,5,19,48
13299,2016,7,5,20,78
13300,2016,7,5,21,66
13301,2016,7,5,22,50
13302,2016,7,5,23,70
13303,2016,7,6,0,49
13304,2016,7,6,1,60
13305,2016,7,6,2,78
13306,2016,7,6,3,60
13307,2016,7,6,4,88
13308,2016,7,6,5,76
13309,2016,7,6,6,71
13310,2016,7,6,7,44
13311,2016,7,6,8,63
13312,2016,7,6,9,47
13313,2016,7,6,10,36
13314,2016,7,6,11,59
13315,2016,7,6,12,38
13316,2016,7,6,13,80
13317,2016,7,6,14,69
13318,2016,7,6,15,73
13319,2016,7,6,16,48
13320,2016,7,6,17,71
13321,2016,7,6,18,74
13322,2016,7,6,19,61
13323,2016,7,6,20,65
13324,2016,7,6,21,44
13325,2016,7,6,22,54
13326,2016,7,6,23,79
13327,2016,7,7,0,87
13328,2016,7,7,1,76
13329,2016,7,7,2,60
13330,2016,7,7,3,60
13331,2016,7,7,4,79
13332,2016,7,7,5,72
13333,2016,7,7,6,72
13334,2016,7,7,7,68
13335,2016,7,7,8,61
13336,2016,7,7,9,52
13337,2016,7,7,10,49
13338,2016,7,7,11,82
13339,2016,7,7,12,57
13340,2016,7,7,13,68
13341,2016,7,7,14,55
13342,2016,7,7,15,55
13343,2016,7,7,16,85
13344,2016,7,7,17,74
13345,2016,7,7,18,88
13346,2016,7,7,19,47
13347,2016,7,7,20,54
13348,2016,7,7,21,86
13349,2016,7,7,22,100
13350,2016,7,7,23,71
13351,2016,7,8,0,82
13352,2016,7,8,0,62
13353,2016,7,8,1,34
13354,2016,7,8,2,50
13355,2016,7,8,3,34
13356,2016,7,8,4,39
13357,2016,7,8,5,49
13358,2016,7,8,6,44
13359,2016,7,8,7,43
13360,2016,7,8,8,51
13361,2016,7,8,9,44
13362,2016,7,8,10,45
13363,2016,7,8,11,37
13364,2016,7,8,12,45
13365,2016,7,8,13,50
13366,2016,7,8,14,33
13367,2016,7,8,15,43
13368,2016,7,8,16,43
13369,2016,7,8,17,48
13370,2016,7,8,18,46
13371,2016,7,8,19,53
